Report Date:,08/11/2025 19:45:39
Report User Name:,Bryce
Report Computer Name:,DESKTOP-9S7IEBK
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Arizona.Creek.Baro_2025-08-11_19-45-18-131.wsl
Create Date,08/11/2025 19:45:15

Device Properties
Device,Rugged BaroTROLL
Site,Default Site
Device Name, 
Serial Number,1126822
Firmware Version,1.05
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Arizona.Creek.Baro
,Created By,Bryce
,Computer Name,DESKTOP-9S7IEBK
,Application,WinSitu.exe
,Application Version,5.7.8.0
,Create Date,08/20/2024 07:28:44 Mountain Daylight Time
,Log Setup Time Zone,Mountain Daylight Time
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,08/20/2024 08:00:00 Mountain Daylight Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
08/20/2024 07:28:54,Used Battery: 0% Used Memory: 3%   User Name: Bryce
08/11/2025 19:40:36,Log Download - Used Battery: 7% Used Memory: 28%   User Name: Bryce


Log Data:
Record Count,34223

Sensors,1

 ,1,1126822,Baro-Pressure/Temp

Time Zone: Mountain Daylight Time

,,Sensor: Baro Pres                       ,Sensor: Baro Pres                       ,
12/27/2024 04:45:00, 11137500.001,                                   0.784,                                  -1.710,
12/27/2024 05:00:00, 11138400.001,                                   0.784,                                  -1.710,
12/27/2024 05:15:00, 11139300.001,                                   0.784,                                  -1.710,
12/27/2024 05:30:00, 11140200.001,                                   0.784,                                  -1.710,
12/27/2024 05:45:00, 11141100.001,                                   0.784,                                  -1.710,
12/27/2024 06:00:00, 11142000.001,                                   0.784,                                  -1.710,
12/27/2024 06:15:00, 11142900.001,                                   0.784,                                  -1.710,
12/27/2024 06:30:00, 11143800.001,                                   0.784,                                  -1.710,
12/27/2024 06:45:00, 11144700.001,                                   0.784,                                  -1.710,
12/27/2024 07:00:00, 11145600.001,                                   0.784,                                  -1.765,
12/27/2024 07:15:00, 11146500.001,                                   0.784,                                  -1.765,
12/27/2024 07:30:00, 11147400.001,                                   0.783,                                  -1.820,
